type,question,answer
判断题,公司承建的南京国际博览中心三期工程荣获中国钢结构金奖。,A
判断题,扬子江国际会议中心金属屋面系统工程荣获金禹奖。,A 
判断题,平安幸福中心获得中国钢结构金奖、扬子杯。,B
判断题,"公司""装配式混凝土剪力墙结构技术创新研究与工程应用""获中国建筑集团有限公司科学技术奖。",A
判断题,1994年4月4日，三公司中南公司成立。,A
判断题,2009年4月1日，南京南站站房工程开工，工程于2011年6月30日竣工。,A
判断题,公司承建的安徽亳州民用机场项目是皖北第二个民用机场项目。,A
判断题,中建八局三公司六个项目首次获得ISA国际安全大奖。,A
判断题,公司南京市大厂污水处理厂新建工程（一期）获全国市政工程最高质量水平评价。,A
判断题,“医智维”是智慧科技公司自主研发的医院后勤保障系统“在线问诊”平台。,A
判断题,“砼智维”是智慧科技公司自主研发的医院后勤保障系统“在线问诊”平台。,B
判断题,2005年，公司承建的温州博物馆荣获扬子杯。,B
判断题,2021年5月，公司智能装配造桥机1.0在盐洛高速项目成功运行。,B
判断题,2022年11月，公司智能装配造桥机2.0在绿都大道项目成功运行。,B
判断题,公司自研的自行走测量机器人在盘城2号保障房项目实现应用。,A
判断题,公司申报的“江苏省数字城市智慧建造与运维工程研究中心”获江苏省发改委批复认定，这也是公司获得的首个省级工程研究中心。,A
判断题,2021年两岸企业家峰会于2021年12月7日在公司承建的扬子江国际会议中心举办。,A
判断题,公司承建的乔司至南苑连接线工程荣获良渚杯、市优“西湖杯”、国家优质工程奖等一系列荣誉，也是余杭区第一个市政类国家级奖项。,A
判断题,公司承建的溧水区市民中心工程荣获鲁班奖和国优奖。,B
判断题,公司承建的上海华泰金融大厦工程荣获国家优质工程奖。,A
判断题,公司承建的苏州工业园区体育中心工程荣获全球最佳体育场第二名，荣获鲁班奖和国优奖双奖。,A
判断题,公司承建的财盛大厦是海南建省后的第一幢高层，被称誉为“海南速度”。,B
判断题,2000年7月，公司承建的江心洲污水处理厂扩建工程开工。,B
判断题,公司的前身最早可以追溯到新四军皖东游击队。,A
判断题,公司的前身部队曾改编为华东野战军建制部队，参加了涟水、孟良崮、淮海等解放山东、安徽和苏北的大小数十次战役和战斗。,A
判断题,1954年1月，水利工程一师师部和两个团改编组成建筑工程第四师后进驻上海市，增补了施工技术力量，对原部队官兵进行了技术培训。,A
判断题,公司前身曾先后承建了西北光学仪器厂、东方机械厂、远东机械制造公司等10项重大工程。,A
判断题,1966年8月至1973年7月，211大队先后隶属基建工程兵整编办公室和基建工程兵西安指挥所，承担了陕西地区的“三线”建设重任。,A
判断题,1973年8月至1978年6月，211大队随基建工程兵22指挥部调驻辽宁省辽阳市，参加国家特大型重点工程辽阳石油化学纤维总厂的建设。,A
判断题,在建设辽化过程中，以参建总人数11%的施工力量完成了施工总面积23%的工作量任务，展现了铁军雄风。,A
判断题,1977年4月后，211大队分批挥师南下，在南京地区及其周边地区建设了南京炼油厂扩建工程、南京烷基苯厂等一批重点工程。,A
判断题,1977年—1982年，建设南京烷基苯厂，年产烷基苯7.2万吨，合成洗衣粉2.5万吨，为当时我国最大的烷基苯生产基地。,A
判断题,公司的四大核心精神是开拓、进取、无私、当担。,B
判断题,公司承建的徐州移动大楼2003年竣工，是公司在徐州市公建领域的第一个国优奖。,B
判断题,2013年，公司再次进入中建号码公司十强之列。,A
判断题,2022年，公司荣获江苏省建筑百强企业第五名。,B
判断题,公司承建的南京地铁九号线项目，是中建八局2020年承建的合同额、体量最大的新基建项目。,B
判断题,2021年，公司建设的江苏大剧院、国际青年文化中心、南京市公共卫生医疗中心、溧水区市民中心、侵华日军南京大屠杀遇难同胞纪念馆（三期）五大工程入选南京市“十三五”十大优秀公共建筑工程。,A
判断题,公司承建的南京奥林匹克体育中心主体育场工程，荣获“2005年全国十大建设科技成就奖”。,A
